path,text,num_frames,height,width,aspect_ratio,resolution,sample,split,mask_strategy
/data/pisa/training_data/oro/00000,a video of an object dropping,32,256,256,1.0,65536,00000,train,0
/data/pisa/training_data/oro/00001,a video of an object dropping,32,256,256,1.0,65536,00001,train,0
/data/pisa/training_data/oro/00002,a video of an object dropping,32,256,256,1.0,65536,00002,train,0
/data/pisa/training_data/oro/00003,a video of an object dropping,32,256,256,1.0,65536,00003,train,0
/data/pisa/training_data/oro/00004,a video of an object dropping,32,256,256,1.0,65536,00004,train,0
/data/pisa/training_data/oro/00005,a video of an object dropping,32,256,256,1.0,65536,00005,train,0
/data/pisa/training_data/oro/00006,a video of an object dropping,32,256,256,1.0,65536,00006,train,0
/data/pisa/training_data/oro/00007,a video of an object dropping,32,256,256,1.0,65536,00007,train,0
/data/pisa/training_data/oro/00008,a video of an object dropping,32,256,256,1.0,65536,00008,train,0
/data/pisa/training_data/oro/00009,a video of an object dropping,32,256,256,1.0,65536,00009,train,0
/data/pisa/training_data/oro/00010,a video of an object dropping,32,256,256,1.0,65536,00010,train,0
/data/pisa/training_data/oro/00011,a video of an object dropping,32,256,256,1.0,65536,00011,train,0
/data/pisa/training_data/oro/00012,a video of an object dropping,32,256,256,1.0,65536,00012,train,0
/data/pisa/training_data/oro/00013,a video of an object dropping,32,256,256,1.0,65536,00013,train,0
/data/pisa/training_data/oro/00014,a video of an object dropping,32,256,256,1.0,65536,00014,train,0
/data/pisa/training_data/oro/00015,a video of an object dropping,32,256,256,1.0,65536,00015,train,0
/data/pisa/training_data/oro/00016,a video of an object dropping,32,256,256,1.0,65536,00016,train,0
/data/pisa/training_data/oro/00017,a video of an object dropping,32,256,256,1.0,65536,00017,train,0
/data/pisa/training_data/oro/00018,a video of an object dropping,32,256,256,1.0,65536,00018,train,0
/data/pisa/training_data/oro/00019,a video of an object dropping,32,256,256,1.0,65536,00019,train,0
/data/pisa/training_data/oro/00020,a video of an object dropping,32,256,256,1.0,65536,00020,train,0
/data/pisa/training_data/oro/00021,a video of an object dropping,32,256,256,1.0,65536,00021,train,0
/data/pisa/training_data/oro/00022,a video of an object dropping,32,256,256,1.0,65536,00022,train,0
/data/pisa/training_data/oro/00023,a video of an object dropping,32,256,256,1.0,65536,00023,train,0
/data/pisa/training_data/oro/00024,a video of an object dropping,32,256,256,1.0,65536,00024,train,0
/data/pisa/training_data/oro/00025,a video of an object dropping,32,256,256,1.0,65536,00025,train,0
/data/pisa/training_data/oro/00026,a video of an object dropping,32,256,256,1.0,65536,00026,train,0
/data/pisa/training_data/oro/00027,a video of an object dropping,32,256,256,1.0,65536,00027,train,0
/data/pisa/training_data/oro/00028,a video of an object dropping,32,256,256,1.0,65536,00028,train,0
/data/pisa/training_data/oro/00029,a video of an object dropping,32,256,256,1.0,65536,00029,train,0
/data/pisa/training_data/oro/00030,a video of an object dropping,32,256,256,1.0,65536,00030,train,0
/data/pisa/training_data/oro/00031,a video of an object dropping,32,256,256,1.0,65536,00031,train,0
/data/pisa/training_data/oro/00032,a video of an object dropping,32,256,256,1.0,65536,00032,train,0
/data/pisa/training_data/oro/00033,a video of an object dropping,32,256,256,1.0,65536,00033,train,0
/data/pisa/training_data/oro/00034,a video of an object dropping,32,256,256,1.0,65536,00034,train,0
/data/pisa/training_data/oro/00035,a video of an object dropping,32,256,256,1.0,65536,00035,train,0
/data/pisa/training_data/oro/00036,a video of an object dropping,32,256,256,1.0,65536,00036,train,0
/data/pisa/training_data/oro/00037,a video of an object dropping,32,256,256,1.0,65536,00037,train,0
/data/pisa/training_data/oro/00038,a video of an object dropping,32,256,256,1.0,65536,00038,train,0
/data/pisa/training_data/oro/00039,a video of an object dropping,32,256,256,1.0,65536,00039,train,0
/data/pisa/training_data/oro/00040,a video of an object dropping,32,256,256,1.0,65536,00040,train,0
/data/pisa/training_data/oro/00041,a video of an object dropping,32,256,256,1.0,65536,00041,train,0
